GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,player_id,player_name
Shot Chart Detail,0022200031,536,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,10,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-223,130,1,0,20221022,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200031,540,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,9,48,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-134,-1,1,1,20221022,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200031,555,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,8,21,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-4,80,1,1,20221022,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200031,615,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,2,57,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,3,1,0,20221022,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200045,72,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,5,7,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,20,1,1,20221024,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200045,99,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,3,7,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,5,31,1,1,20221024,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200045,160,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,11,12,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-55,22,1,0,20221024,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200045,162,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,11,11,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,25,1,1,20221024,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200045,221,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,7,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,180,99,1,0,20221024,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200045,329,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,1,25,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-6,32,1,0,20221024,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200045,390,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,7,16,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-81,67,1,0,20221024,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200045,409,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,5,26,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-4,75,1,0,20221024,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200045,448,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,2,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-214,153,1,0,20221024,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200045,506,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,11,15,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,33,106,1,0,20221024,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200045,542,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,8,0,Made Shot,Cutting Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-20,35,1,1,20221024,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200045,624,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,0,10,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,73,8,1,1,20221024,MIA,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200059,93,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,3,52,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,-8,1,0,20221026,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200059,120,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,2,18,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,17,1,1,20221026,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200059,137,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,0,51,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221026,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200059,158,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,11,13,Missed Shot,Hook Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-38,75,1,0,20221026,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200059,162,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,10,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,75,247,1,0,20221026,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200059,166,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,10,19,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-32,71,1,0,20221026,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200059,456,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,10,31,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,17,1,1,20221026,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200073,108,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,2,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-107,7,1,0,20221028,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200073,123,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,1,50,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,2,1,0,20221028,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200073,162,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,10,51,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,5,1,0,20221028,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200073,177,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,9,4,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,36,36,1,0,20221028,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200073,457,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,0,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,148,214,1,0,20221028,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200073,479,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,11,0,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-241,21,1,0,20221028,TOR,PHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200099,119,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,3,31,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,7,1,1,20221031,TOR,ATL,1630173,Precious Achiuwa
Shot Chart Detail,0022200099,218,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,8,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,130,227,1,0,20221031,TOR,ATL,1630173,Precious Achiuwa
Shot Chart Detail,0022200099,583,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,8,50,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,22,1,1,20221031,TOR,ATL,1630173,Precious Achiuwa
Shot Chart Detail,0022200114,127,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,3,9,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,59,9,1,0,20221102,SAS,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200114,149,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,1,13,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,239,57,1,0,20221102,SAS,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200114,196,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,10,45,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,26,38,1,0,20221102,SAS,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200114,562,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,10,19,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,7,1,1,20221102,SAS,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200114,594,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,8,8,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,8,1,1,20221102,SAS,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200114,639,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,4,38,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,50,50,1,1,20221102,SAS,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200114,645,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,4,14,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,32,1,0,20221102,SAS,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200114,677,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,1,56,Made Shot,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,47,55,1,1,20221102,SAS,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200114,680,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,1,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,123,230,1,0,20221102,SAS,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200127,115,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,4,6,Made Shot,Hook Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-48,48,1,1,20221104,DAL,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200127,130,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,3,8,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,93,77,1,0,20221104,DAL,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200127,144,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,1,10,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,25,1,0,20221104,DAL,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200127,170,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,0,0,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,69,75,1,0,20221104,DAL,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200127,196,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,10,11,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-71,62,1,0,20221104,DAL,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200127,295,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,3,52,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,24,1,0,20221104,DAL,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200127,315,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,1,0,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-4,1,1,20221104,DAL,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200127,551,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,8,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,2,1,1,20221104,DAL,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200127,572,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,6,42,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-224,74,1,1,20221104,DAL,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200141,477,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,2,40,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,23,1,1,20221106,TOR,CHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200141,493,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,1,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-34,265,1,0,20221106,TOR,CHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200141,507,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,0,25,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,22,59,1,0,20221106,TOR,CHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200141,509,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,0,25,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221106,TOR,CHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200141,524,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,11,26,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-1,1,0,20221106,TOR,CHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200141,539,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,10,27,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221106,TOR,CHI,1630173,Precious Achiuwa
Shot Chart Detail,0022200151,146,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,1,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,27,1,1,20221107,CHI,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200151,229,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,7,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,13,1,1,20221107,CHI,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200151,515,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,11,14,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-123,56,1,0,20221107,CHI,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200151,531,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,10,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,6,1,1,20221107,CHI,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200151,534,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,9,28,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,11,1,0,20221107,CHI,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200151,546,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,8,45,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20221107,CHI,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200165,103,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,3,19,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,8,1,0,20221109,TOR,HOU,1630173,Precious Achiuwa
Shot Chart Detail,0022200165,106,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,3,14,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221109,TOR,HOU,1630173,Precious Achiuwa
Shot Chart Detail,0022200165,112,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,2,37,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,-8,1,0,20221109,TOR,HOU,1630173,Precious Achiuwa
Shot Chart Detail,0022200165,133,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,1,14,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-26,260,1,0,20221109,TOR,HOU,1630173,Precious Achiuwa
Shot Chart Detail,0022200165,486,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,2,17,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,9,77,1,0,20221109,TOR,HOU,1630173,Precious Achiuwa
Shot Chart Detail,0022200165,496,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,1,41,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,17,1,1,20221109,TOR,HOU,1630173,Precious Achiuwa
Shot Chart Detail,0022200165,526,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,11,48,Missed Shot,Driving Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,9,68,1,0,20221109,TOR,HOU,1630173,Precious Achiuwa
Shot Chart Detail,0022200165,570,1630173,Precious Achiuwa,1610612761,Toronto Raptors,4,8,40,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-33,24,1,0,20221109,TOR,HOU,1630173,Precious Achiuwa
Shot Chart Detail,0022200553,176,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,10,48,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,3,1,1,20230102,IND,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200553,188,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,9,51,Missed Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,15,1,0,20230102,IND,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200553,502,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,0,34,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,17,1,0,20230102,IND,TOR,1630173,Precious Achiuwa
Shot Chart Detail,0022200569,158,1630173,Precious Achiuwa,1610612761,Toronto Raptors,1,1,40,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-154,98,1,0,20230104,TOR,MIL,1630173,Precious Achiuwa
Shot Chart Detail,0022200569,194,1630173,Precious Achiuwa,1610612761,Toronto Raptors,2,11,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-99,243,1,0,20230104,TOR,MIL,1630173,Precious Achiuwa
Shot Chart Detail,0022200569,447,1630173,Precious Achiuwa,1610612761,Toronto Raptors,3,4,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,159,190,1,0,20230104,TOR,MIL,1630173,Precious Achiuwa
